employee_id,absence_days,absence_events,main_group
ANON_76X90X48X48X57X49X53X53X53X55X49X,36.5,49,Congés
ANON_76X90X48X48X57X49X53X53X53X57X48X,54.5,74,Maladie
ANON_76X90X48X48X57X49X53X53X54X48X50X,5.0,6,Congés
ANON_76X90X48X48X57X49X53X53X54X48X56X,21.5,30,Congés
ANON_76X90X48X48X57X49X53X53X54X49X56X,37.5,51,Congés
ANON_76X90X48X48X57X49X53X53X54X51X51X,42.5,52,Congés
ANON_76X90X48X48X57X49X53X53X55X54X51X,0.5,1,Congés
ANON_76X90X48X48X57X49X53X53X55X57X51X,84.5,113,Maternité et paternité
ANON_76X90X48X48X57X49X53X53X57X54X56X,27.0,36,Congés
ANON_76X90X48X48X57X49X53X54X48X56X57X,9.0,10,Congés
ANON_76X90X48X48X57X49X53X54X49X50X53X,65.0,85,Maladie
ANON_76X90X48X48X57X49X53X54X49X54X49X,39.0,49,Congés
ANON_76X90X48X48X57X49X53X54X49X55X48X,32.0,39,Congés
ANON_76X90X48X48X57X49X53X54X49X57X54X,4.5,5,Congés
ANON_76X90X48X48X57X49X53X54X50X51X48X,23.0,28,Congés
ANON_76X90X48X48X57X49X53X54X50X51X49X,44.0,50,Congés
ANON_76X90X48X48X57X49X53X54X50X54X53X,28.5,37,Congés
ANON_76X90X48X48X57X49X53X54X51X51X52X,32.5,41,Congés
ANON_76X90X48X48X57X49X53X54X51X54X50X,22.0,26,Congés
ANON_76X90X48X48X57X49X53X54X52X56X54X,5.0,5,Congés
ANON_76X90X48X48X57X49X53X54X53X55X57X,2.5,5,Congés
ANON_76X90X48X48X57X49X53X54X53X56X56X,44.5,53,Congés
ANON_76X90X48X48X57X49X53X54X53X56X57X,47.5,55,Congés
ANON_76X90X48X48X57X49X53X54X53X57X50X,38.5,44,Congés
ANON_76X90X48X48X57X49X53X54X53X57X52X,36.0,45,Congés
ANON_76X90X48X48X57X49X53X54X54X50X56X,41.0,49,Congés
ANON_76X90X48X48X57X49X53X54X55X56X50X,30.0,33,Congés
ANON_76X90X48X48X57X49X53X54X56X52X55X,39.0,51,Congés
ANON_76X90X48X48X57X49X53X54X57X53X52X,84.0,98,Maladie
ANON_76X90X48X48X57X49X53X54X57X57X56X,5.0,5,Congés
ANON_76X90X48X48X57X49X53X55X48X50X52X,23.0,28,Congés
ANON_76X90X48X48X57X49X53X55X48X55X52X,41.5,55,Congés
ANON_76X90X48X48X57X49X53X55X51X51X48X,19.5,25,Congés
ANON_76X90X48X48X57X49X53X55X51X52X48X,3.0,3,Absences non suivi
ANON_76X90X48X48X57X49X53X55X51X53X49X,32.5,40,Congés
ANON_76X90X48X48X57X49X53X55X52X56X57X,15.0,17,Congés
ANON_76X90X48X48X57X49X53X55X53X48X53X,22.5,28,Congés
ANON_76X90X48X48X57X49X53X55X53X49X51X,74.0,99,Congés
ANON_76X90X48X48X57X49X53X55X53X49X52X,38.0,44,Congés
ANON_76X90X48X48X57X49X53X55X54X55X56X,77.0,99,Congés
ANON_76X90X48X48X57X49X53X55X54X55X57X,47.5,54,Congés
ANON_76X90X48X48X57X49X53X55X54X57X55X,40.0,44,Congés
ANON_76X90X48X48X57X49X53X55X55X48X49X,34.0,47,Congés
ANON_76X90X48X48X57X49X53X55X55X50X52X,23.0,25,Congés
ANON_76X90X48X48X57X49X53X55X56X50X48X,30.5,37,Congés
ANON_76X90X48X48X57X49X53X55X57X49X57X,44.0,57,Congés
ANON_76X90X48X48X57X49X53X55X57X51X51X,93.0,128,Maternité et paternité
ANON_76X90X48X48X57X49X53X55X57X53X51X,27.0,33,Congés
ANON_76X90X48X48X57X49X53X56X48X53X55X,32.5,41,Congés
ANON_76X90X48X48X57X49X53X56X48X55X56X,16.0,18,Congés
ANON_76X90X48X48X57X49X53X56X49X48X51X,35.5,40,Congés
ANON_76X90X48X48X57X49X53X56X49X49X54X,16.0,19,Congés
ANON_76X90X48X48X57X49X53X56X49X52X49X,110.0,158,Maternité et paternité
ANON_76X90X48X48X57X49X53X56X49X54X53X,12.0,12,Congés
ANON_76X90X48X48X57X49X53X56X50X50X56X,32.5,38,Congés
ANON_76X90X48X48X57X49X53X56X50X57X48X,63.5,73,Congés
ANON_76X90X48X48X57X49X53X56X51X53X54X,9.5,11,Congés
ANON_76X90X48X48X57X49X53X56X52X51X55X,10.0,10,Congés
ANON_76X90X48X48X57X49X53X56X52X53X48X,45.5,56,Maladie
ANON_76X90X48X48X57X49X53X56X53X48X50X,11.0,11,Congés
ANON_76X90X48X48X57X49X53X56X53X51X56X,33.0,38,Congés
ANON_76X90X48X48X57X49X53X56X53X53X54X,42.5,58,Congés
ANON_76X90X48X48X57X49X53X56X53X55X49X,18.5,23,Congés
ANON_76X90X48X48X57X49X53X56X54X48X49X,3.0,5,Congés
ANON_76X90X48X48X57X49X53X56X54X48X51X,10.0,10,Congés
ANON_76X90X48X48X57X49X53X56X54X49X48X,29.5,35,Congés
ANON_76X90X48X48X57X49X53X56X54X55X55X,42.5,51,Congés
ANON_76X90X48X48X57X49X53X56X54X56X48X,85.0,153,Maladie
ANON_76X90X48X48X57X49X53X56X54X56X54X,50.5,63,Congés
ANON_76X90X48X48X57X49X53X56X55X50X56X,70.5,105,Maternité et paternité
ANON_76X90X48X48X57X49X53X56X55X52X52X,14.0,18,Congés
ANON_76X90X48X48X57X49X53X56X55X53X51X,9.5,11,Congés
ANON_76X90X48X48X57X49X53X56X56X48X54X,25.5,36,Congés
ANON_76X90X48X48X57X51X48X48X49X57X56X,9.0,9,Congés
ANON_76X90X48X48X57X51X48X48X50X48X51X,45.0,55,Congés
ANON_76X90X48X48X57X51X48X48X50X51X54X,25.0,32,Congés
ANON_76X90X48X48X57X51X48X48X50X54X52X,48.5,60,Maladie
ANON_76X90X48X48X57X51X48X48X50X55X50X,20.5,23,Congés
ANON_76X90X48X48X57X51X48X48X51X53X54X,51.0,60,Congés
ANON_76X90X48X48X57X51X48X48X52X48X55X,30.0,42,Congés
ANON_76X90X48X48X57X51X48X48X52X49X50X,100.0,162,Absences non suivi
ANON_76X90X48X48X57X51X48X48X52X52X51X,30.5,37,Congés
ANON_76X90X48X48X57X51X48X48X52X52X53X,30.0,39,Maladie
ANON_76X90X48X48X57X51X48X48X52X56X52X,9.5,11,Congés
ANON_76X90X48X48X57X51X48X48X52X56X54X,24.0,27,Congés
ANON_76X90X48X48X57X51X48X48X54X48X48X,157.0,216,Maladie
ANON_76X90X48X48X57X51X48X48X54X53X48X,9.0,9,Congés
ANON_76X90X48X48X57X51X48X48X54X53X56X,23.0,24,Congés
ANON_76X90X48X48X57X51X48X48X54X55X48X,43.5,62,Congés
ANON_76X90X48X48X57X51X48X48X54X55X56X,6.0,7,Congés
ANON_76X90X48X48X57X51X48X48X54X56X48X,16.5,24,Congés
ANON_76X90X48X48X57X51X48X48X54X57X56X,20.5,21,Congés
ANON_76X90X48X48X57X51X48X48X55X57X51X,5.0,6,Congés
ANON_76X90X48X48X57X51X48X48X56X50X56X,9.0,10,Congés
ANON_76X90X48X48X57X51X48X48X56X52X53X,25.5,32,Congés
ANON_76X90X48X48X57X51X48X48X56X54X54X,24.5,33,Congés
ANON_76X90X48X48X57X51X48X48X57X49X54X,12.5,18,Congés
ANON_76X90X48X48X57X51X48X49X48X50X51X,25.0,33,Congés
ANON_76X90X48X48X57X51X48X49X48X56X53X,31.0,35,Congés
ANON_76X90X48X48X57X51X48X49X48X57X49X,18.0,18,Congés
ANON_76X90X48X48X57X51X48X49X49X50X50X,53.0,60,Congés
ANON_76X90X48X48X57X51X48X49X49X54X51X,46.0,61,Maternité et paternité
ANON_76X90X48X48X57X51X48X49X49X54X52X,28.0,33,Congés
ANON_76X90X48X48X57X51X48X49X49X54X56X,38.0,39,Congés
ANON_76X90X48X48X57X51X48X49X51X48X55X,38.5,41,Congés
ANON_76X90X48X48X57X51X48X49X51X50X56X,16.0,20,Congés
ANON_76X90X48X48X57X51X48X49X51X55X51X,52.5,62,Congés
ANON_76X90X48X48X57X51X48X49X51X55X54X,25.5,30,Congés
ANON_76X90X48X48X57X51X48X49X51X56X49X,39.0,50,Congés
ANON_76X90X48X48X57X51X48X49X51X56X52X,20.0,25,Congés
ANON_76X90X48X48X57X51X48X49X51X56X53X,22.5,27,Congés
ANON_76X90X48X48X57X51X48X49X53X53X54X,47.0,63,Congés
ANON_76X90X48X48X57X51X48X49X53X53X56X,35.5,48,Congés
ANON_76X90X48X48X57X51X48X49X54X49X57X,18.0,18,Congés
ANON_76X90X48X48X57X51X48X49X54X52X48X,1.0,1,Congés
ANON_76X90X48X48X57X51X48X49X54X54X52X,37.0,41,Congés
ANON_76X90X48X48X57X51X48X49X54X55X55X,23.0,30,Congés
ANON_76X90X48X48X57X51X48X49X55X49X49X,19.5,22,Congés
ANON_76X90X48X48X57X51X48X49X55X54X51X,2.5,3,Congés
ANON_76X90X48X48X57X51X48X49X56X52X50X,17.0,18,Congés
ANON_76X90X48X48X57X51X48X49X56X53X50X,8.0,9,Congés
ANON_76X90X48X48X57X51X48X49X56X56X55X,17.0,22,Congés
ANON_76X90X48X48X57X51X48X49X57X48X53X,37.5,52,Congés
ANON_76X90X48X48X57X51X48X49X57X55X50X,37.0,43,Congés
ANON_76X90X48X48X57X51X48X49X57X57X52X,32.0,34,Congés
ANON_76X90X48X48X57X51X48X50X50X50X54X,2.0,2,Congés
ANON_76X90X48X48X57X51X48X50X52X49X56X,14.5,18,Congés
ANON_76X90X48X48X57X51X48X50X52X50X56X,0.5,1,Congés
ANON_76X90X48X48X57X51X48X50X52X51X50X,79.5,117,Maternité et paternité
ANON_76X90X48X48X57X51X48X50X52X54X49X,27.5,30,Congés
ANON_76X90X48X48X57X51X48X50X53X51X52X,22.0,28,Congés
ANON_76X90X48X48X57X51X48X50X53X53X52X,32.0,34,Congés
ANON_76X90X48X48X57X51X48X50X53X53X57X,17.5,20,Congés
ANON_76X90X48X48X57X51X48X50X53X54X51X,4.0,5,Congés
ANON_76X90X48X48X57X51X48X50X54X48X50X,22.0,29,Congés
ANON_76X90X48X48X57X51X48X50X54X48X51X,25.0,26,Congés
ANON_76X90X48X48X57X51X48X50X54X53X57X,10.5,15,Congés
ANON_76X90X48X48X57X51X48X50X54X56X54X,2.0,2,Congés
ANON_76X90X48X48X57X51X48X50X55X49X50X,69.5,97,Maternité et paternité
ANON_76X90X48X48X57X51X48X50X55X50X52X,36.5,37,Congés
ANON_76X90X48X48X57X51X48X50X55X51X57X,13.5,18,Congés
ANON_76X90X48X48X57X51X48X50X55X52X49X,14.0,17,Congés
ANON_76X90X48X48X57X51X48X50X55X52X53X,4.0,4,Congés
ANON_76X90X48X48X57X51X48X50X56X49X52X,29.0,34,Congés
ANON_76X90X48X48X57X51X48X50X56X51X57X,1.0,1,Congés
ANON_76X90X48X48X57X51X48X50X56X55X49X,8.0,10,Congés
ANON_76X90X48X48X57X51X48X50X56X56X48X,17.0,22,Congés
ANON_76X90X48X48X57X51X48X50X56X57X52X,5.5,7,Congés
ANON_76X90X48X48X57X51X48X50X56X57X55X,4.0,4,Congés
ANON_76X90X48X48X57X51X48X50X56X57X57X,21.0,21,Congés
ANON_76X90X48X48X57X51X48X50X57X56X48X,12.5,13,Congés
ANON_76X90X48X48X57X51X48X50X57X56X51X,7.5,11,Congés
ANON_76X90X48X48X57X51X48X50X57X56X52X,1.0,1,Congés
ANON_76X90X48X48X57X51X48X51X48X48X50X,16.5,18,Congés
ANON_76X90X48X48X57X51X48X51X48X48X53X,15.5,19,Congés
ANON_76X90X48X48X57X51X48X51X48X48X56X,13.0,14,Congés
ANON_76X90X48X48X57X51X48X51X48X48X57X,12.5,14,Congés
ANON_76X90X48X48X57X51X48X51X48X49X48X,24.0,29,Congés
ANON_76X90X48X48X57X51X48X51X48X51X57X,26.0,30,Congés
ANON_76X90X48X48X57X51X48X51X50X49X57X,11.0,11,Congés
ANON_76X90X48X48X57X51X48X51X50X50X54X,27.5,35,Congés
ANON_76X90X48X48X57X51X48X51X50X50X55X,27.5,30,Congés
ANON_76X90X48X48X57X51X48X51X50X51X48X,23.0,31,Congés
ANON_76X90X48X48X57X51X48X51X50X53X52X,22.0,33,Congés
ANON_76X90X48X48X57X51X48X51X50X54X53X,4.0,5,Congés
ANON_76X90X48X48X57X51X48X51X51X50X52X,18.5,23,Congés
ANON_76X90X48X48X57X51X48X51X51X51X55X,24.0,30,Congés
ANON_76X90X48X48X57X51X48X51X51X52X55X,16.0,19,Congés
ANON_76X90X48X48X57X51X48X51X52X49X57X,6.0,8,Congés
ANON_76X90X48X48X57X51X48X51X52X50X48X,16.5,19,Congés
ANON_76X90X48X48X57X51X48X51X52X50X54X,17.0,17,Congés
ANON_76X90X48X48X57X51X48X51X52X51X52X,14.5,19,Congés
ANON_76X90X48X48X57X51X48X51X52X56X55X,22.5,25,Congés
ANON_76X90X48X48X57X51X48X51X53X48X57X,21.5,26,Congés
ANON_76X90X48X48X57X51X48X51X53X56X48X,6.5,7,Congés
ANON_76X90X48X48X57X51X48X51X54X48X50X,3.0,6,Maladie
ANON_76X90X48X48X57X51X48X51X54X51X53X,1.0,1,Maladie
ANON_76X90X48X48X57X51X48X51X54X52X48X,25.0,28,Congés
ANON_76X90X48X48X57X51X48X51X54X53X51X,3.0,3,Congés
ANON_76X90X48X48X57X51X48X51X54X53X52X,11.0,16,Congés
ANON_76X90X48X48X57X51X48X51X54X54X48X,8.5,10,Congés
ANON_76X90X48X48X57X51X48X51X54X54X50X,40.0,53,Maladie
ANON_76X90X48X48X57X51X48X51X54X54X51X,6.5,7,Congés
ANON_76X90X48X48X57X51X48X51X55X50X56X,9.0,13,Congés
ANON_76X90X48X48X57X51X48X51X55X50X57X,22.5,28,Congés
ANON_76X90X48X48X57X51X48X51X55X54X55X,18.5,25,Congés
ANON_76X90X48X48X57X51X48X51X56X49X50X,14.0,21,Maladie
ANON_76X90X48X48X57X51X48X51X57X48X48X,11.5,12,Congés
ANON_76X90X48X48X57X51X48X51X57X51X52X,1.5,2,Congés
ANON_76X90X48X48X57X51X48X51X57X53X49X,21.0,25,Congés
ANON_76X90X48X48X57X51X48X52X48X48X48X,8.0,10,Congés
ANON_76X90X48X48X57X51X48X52X48X49X56X,24.0,35,Légal / Conventionnel Autre
ANON_76X90X48X48X57X51X48X52X48X50X49X,12.0,15,Congés
ANON_76X90X48X48X57X51X48X52X49X48X56X,12.0,16,Congés
ANON_76X90X48X48X57X51X48X52X49X51X54X,6.0,7,Congés
ANON_76X90X48X48X57X51X48X52X49X51X57X,8.0,8,Congés
ANON_76X90X48X48X57X51X48X52X49X52X50X,8.0,8,Congés
ANON_76X90X48X48X57X51X48X52X49X53X55X,14.0,15,Congés
ANON_76X90X48X48X57X51X48X52X50X48X57X,21.0,28,Congés
ANON_76X90X48X48X57X51X48X52X50X55X53X,20.5,25,Absences Autres motifs
ANON_76X90X48X48X57X51X48X52X51X52X48X,8.0,8,Congés
ANON_76X90X48X48X57X51X48X52X51X53X52X,68.5,86,Absence non Autorisée
ANON_76X90X48X48X57X51X48X52X51X56X48X,77.0,112,Maternité et paternité
ANON_76X90X48X48X57X51X48X52X51X57X50X,21.5,26,Absences Autres motifs
ANON_76X90X48X48X57X51X48X52X52X48X49X,21.5,30,Congés
ANON_76X90X48X48X57X51X48X52X52X48X50X,2.0,2,Congés
ANON_76X90X48X48X57X51X48X52X52X48X52X,8.5,14,Congés
ANON_76X90X48X48X57X51X48X52X52X51X51X,7.0,7,Congés
ANON_76X90X48X48X57X51X48X52X52X54X57X,6.0,6,Congés
ANON_76X90X48X48X57X51X48X52X52X55X54X,2.0,2,Congés
ANON_76X90X48X48X57X51X48X52X54X55X49X,4.5,5,Congés
ANON_76X90X48X48X57X51X48X52X54X55X51X,2.0,2,Congés
ANON_76X90X48X48X57X51X48X52X54X56X48X,11.0,11,Congés
ANON_76X90X48X48X57X51X48X52X55X52X53X,4.0,6,Congés
ANON_76X90X48X48X57X51X48X52X56X51X55X,8.0,10,Congés
ANON_76X90X48X48X57X51X48X52X56X53X57X,1.0,1,Congés
ANON_76X90X48X48X57X51X48X52X56X57X56X,1.0,1,Congés
ANON_76X90X48X48X57X51X48X53X48X53X52X,1.0,1,Congés
ANON_76X90X48X48X57X51X48X53X53X57X53X,1.5,2,Congés
ANON_76X90X48X48X57X51X48X53X55X51X49X,4.0,4,Congés
ANON_76X90X48X48X57X51X48X53X55X53X54X,1.0,1,Congés
ANON_76X90X48X48X57X51X48X53X55X55X55X,2.5,3,Congés
ANON_76X90X48X48X57X57X51X57X52X57X51X,19.5,24,Congés
ANON_76X90X48X48X57X57X51X57X53X52X49X,28.0,33,Congés
ANON_76X90X48X48X57X57X51X57X53X53X52X,28.5,41,Congés
ANON_76X90X48X48X57X57X51X57X53X53X55X,25.5,36,Congés
ANON_76X90X48X48X57X57X51X57X55X57X54X,45.0,56,Congés
ANON_76X90X48X48X57X57X51X57X56X51X57X,36.5,42,Congés
ANON_76X90X48X52X54X48X48X50X51X54X50X,23.5,33,Congés
ANON_76X90X79X48X48X51X48X48X53X50X50X,45.0,60,Congés
ANON_77X65X48X48X48X48X51X48X48X48X54X,39.0,46,Congés
ANON_77X65X48X48X48X48X51X48X48X49X55X,41.0,51,Congés
ANON_77X65X48X48X48X48X52X48X51X51X53X,51.5,59,Congés
ANON_77X65X48X48X48X48X52X48X51X57X55X,45.0,63,Congés
ANON_77X65X48X48X48X48X52X48X52X57X52X,3.0,3,Congés
ANON_77X65X48X48X48X48X52X48X53X53X50X,36.5,54,Congés
ANON_77X65X48X48X48X48X52X48X53X54X54X,93.0,187,Accident
ANON_77X65X48X48X48X48X52X49X49X52X50X,41.5,50,Congés
ANON_77X65X48X48X48X48X52X49X50X50X53X,53.0,63,Congés
ANON_77X65X48X48X48X51X48X48X49X55X53X,175.0,373,Légal / Conventionnel Autre
ANON_77X65X48X48X48X51X48X49X49X48X49X,52.0,72,Congés
ANON_77X65X48X48X48X51X48X49X49X53X53X,35.5,45,Congés
ANON_77X65X48X48X48X51X48X49X49X55X56X,34.0,41,Congés
ANON_77X65X48X48X57X48X49X56X52X50X56X,34.5,44,Congés
ANON_77X65X48X48X57X49X48X49X51X50X54X,51.5,66,Congés
ANON_77X65X48X48X57X49X48X49X53X54X53X,30.5,40,Congés
ANON_77X65X48X48X57X49X49X49X54X56X57X,39.0,48,Congés
ANON_77X65X48X48X57X49X49X50X49X52X48X,38.0,42,Congés
ANON_77X65X48X48X57X49X49X50X49X54X51X,45.0,48,Congés
ANON_77X65X48X48X57X49X49X52X53X55X51X,216.0,314,Maladie
ANON_77X65X48X48X57X49X49X53X56X53X49X,40.0,47,Congés
ANON_77X65X48X48X57X49X50X48X50X54X48X,32.5,39,Congés
ANON_77X65X48X48X57X49X50X51X48X52X56X,7.5,8,Congés
ANON_77X65X48X48X57X49X51X50X51X50X49X,102.0,149,Maladie
ANON_77X65X48X48X57X49X53X48X57X50X51X,6.5,9,Congés
ANON_77X65X48X48X57X49X53X49X57X57X51X,38.5,48,Congés
ANON_77X65X48X48X57X49X53X50X48X51X52X,2.5,4,Congés
ANON_77X65X48X48X57X49X53X50X53X48X51X,22.5,25,Congés
ANON_77X66X48X48X48X48X48X50X48X48X49X,69.5,88,Maladie
ANON_77X66X48X48X48X48X48X50X48X49X48X,33.5,36,Congés
ANON_77X66X48X48X48X48X48X50X48X50X53X,250.5,365,Maladie
ANON_77X66X48X48X48X48X48X50X48X51X52X,37.5,44,Congés
ANON_77X66X48X48X48X48X48X50X48X51X53X,37.5,53,Congés
ANON_77X66X48X48X48X48X48X50X48X51X55X,24.5,28,Congés
ANON_77X66X48X48X48X48X48X50X48X52X49X,64.5,85,Congés
ANON_77X66X48X48X48X48X48X50X48X52X50X,222.0,349,Maladie
ANON_77X66X48X48X48X48X48X50X48X52X52X,1.0,1,Congés
ANON_77X66X48X48X48X48X48X50X48X52X53X,45.5,49,Congés
ANON_77X66X48X48X48X48X48X50X48X52X57X,35.5,47,Congés
ANON_77X66X48X48X48X48X48X50X48X53X48X,38.0,47,Congés
ANON_77X66X48X48X48X48X48X50X48X53X57X,188.0,278,Congés
ANON_77X66X48X48X48X48X48X50X48X54X48X,41.0,51,Congés
ANON_77X66X48X48X48X48X48X50X48X54X49X,39.0,48,Congés
ANON_77X66X48X48X48X48X48X50X48X55X48X,30.0,37,Congés
ANON_77X66X48X48X48X48X48X50X48X55X55X,42.0,46,Congés
ANON_77X66X48X48X48X48X48X50X48X56X54X,251.0,365,Maladie
ANON_77X66X48X48X48X48X48X50X48X57X50X,26.5,32,Congés
ANON_77X66X48X48X48X48X48X50X48X57X54X,42.0,49,Congés
ANON_77X66X48X48X48X48X48X50X48X57X55X,61.0,79,Congés
ANON_77X66X48X48X48X48X48X50X49X48X54X,64.0,86,Congés
ANON_77X66X48X48X48X48X48X50X49X49X56X,35.0,53,Congés
ANON_77X66X48X48X48X48X48X50X49X50X48X,48.0,64,Congés
ANON_77X66X48X48X48X48X48X50X49X50X54X,61.0,76,Congés
ANON_77X66X48X48X48X48X48X50X49X50X55X,39.0,44,Congés
ANON_77X66X48X48X48X48X48X50X49X51X53X,53.0,70,Congés
ANON_77X66X48X48X48X48X48X50X49X51X55X,45.0,62,Congés
ANON_77X66X48X48X48X48X48X50X49X51X57X,32.0,36,Congés
ANON_77X66X48X48X48X48X48X50X49X54X50X,164.0,253,Maladie
ANON_77X66X48X48X48X48X48X50X49X54X51X,56.5,74,Congés
ANON_77X66X48X48X48X48X48X50X49X54X53X,45.5,61,Congés
ANON_77X66X48X48X48X48X48X50X49X55X50X,29.0,37,Congés
ANON_77X66X48X48X48X48X48X50X49X55X55X,41.0,53,Congés
ANON_77X66X48X48X48X48X48X50X49X55X56X,48.0,63,Congés
ANON_77X66X48X48X48X48X48X50X49X56X54X,45.5,55,Congés
ANON_77X66X48X48X48X48X48X50X49X57X50X,28.0,37,Congés
ANON_77X66X48X48X48X48X48X50X50X48X48X,80.0,111,Maladie
ANON_77X66X48X48X48X48X48X50X50X48X52X,48.5,65,Congés
ANON_77X66X48X48X48X48X48X50X50X48X53X,35.0,37,Congés
ANON_77X66X48X48X48X48X48X50X50X49X49X,43.0,48,Congés
ANON_77X66X48X48X48X48X48X50X50X49X55X,88.5,110,Congés
ANON_77X66X48X48X48X48X48X50X50X50X48X,65.0,95,Congés
ANON_77X66X48X48X48X48X48X50X50X50X49X,92.5,127,Maladie
ANON_77X66X48X48X48X48X48X50X50X50X54X,38.5,48,Congés
ANON_77X66X48X48X48X48X48X50X50X51X48X,39.0,47,Congés
ANON_77X66X48X48X48X48X48X50X50X51X50X,44.0,51,Congés
ANON_77X66X48X48X48X48X48X50X50X53X55X,33.0,42,Congés
ANON_77X66X48X48X48X48X48X50X50X54X50X,42.5,47,Congés
ANON_77X66X48X48X48X48X48X50X50X54X55X,43.0,49,Congés
ANON_77X66X48X48X48X48X48X50X50X54X57X,61.5,69,Congés
ANON_77X66X48X48X48X48X48X50X50X55X54X,34.0,41,Congés
ANON_77X66X48X48X48X48X48X50X50X55X55X,45.0,61,Congés
ANON_77X66X48X48X48X48X48X50X50X57X50X,37.5,47,Congés
ANON_77X66X48X48X48X48X48X50X50X57X51X,46.0,54,Congés
ANON_77X66X48X48X48X48X48X50X51X48X49X,32.0,40,Congés
ANON_77X66X48X48X48X48X48X50X51X48X50X,113.0,143,Maladie
ANON_77X66X48X48X48X48X48X50X51X48X53X,69.5,93,Maladie
ANON_77X66X48X48X48X48X48X50X51X50X50X,42.0,44,Congés
ANON_77X66X48X48X48X48X48X50X51X50X55X,48.0,56,Congés
ANON_77X66X48X48X48X48X48X50X51X51X54X,57.0,66,Congés
ANON_77X66X48X48X48X48X48X50X51X52X48X,50.0,63,Congés
ANON_77X66X48X48X48X48X48X50X51X52X50X,48.0,55,Congés
ANON_77X66X48X48X48X48X48X50X51X52X51X,37.0,44,Congés
ANON_77X66X48X48X48X48X48X50X51X52X57X,39.0,41,Congés
ANON_77X66X48X48X48X48X48X50X51X54X49X,38.0,44,Congés
ANON_77X66X48X48X48X48X48X50X51X55X50X,39.0,50,Congés
ANON_77X66X48X48X48X48X48X50X51X55X51X,42.0,50,Congés
ANON_77X66X48X48X48X48X48X50X51X55X57X,35.0,42,Congés
ANON_77X66X48X48X48X48X48X50X51X56X53X,24.5,37,Congés
ANON_77X66X48X48X48X48X48X50X52X48X54X,46.0,51,Congés
ANON_77X66X48X48X48X48X48X50X52X49X48X,15.0,17,Congés
ANON_77X66X48X48X48X48X48X50X52X49X52X,40.5,49,Congés
ANON_77X66X48X48X48X48X48X50X52X49X54X,54.5,67,Congés
ANON_77X66X48X48X48X48X48X50X52X51X48X,42.0,49,Congés
ANON_77X66X48X48X48X48X48X50X52X51X49X,124.0,169,Maladie
ANON_77X66X48X48X48X48X48X50X52X52X49X,38.5,46,Congés
ANON_77X66X48X48X48X48X48X50X52X53X48X,68.0,89,Maladie
ANON_77X66X48X48X48X48X48X50X52X53X49X,41.5,50,Congés
ANON_77X66X48X48X48X48X48X50X52X53X57X,43.0,45,Congés
ANON_77X66X48X48X48X48X48X50X52X55X51X,58.0,75,Congés
ANON_77X66X48X48X48X48X52X48X51X53X51X,39.5,40,Congés
ANON_77X66X48X48X48X48X52X48X51X53X54X,65.5,76,Congés
ANON_77X66X48X48X48X48X52X48X51X54X50X,36.5,41,Congés
ANON_77X66X48X48X48X48X52X48X51X57X49X,35.0,42,Congés
ANON_77X66X48X48X48X48X52X48X51X57X51X,60.0,76,Congés
ANON_77X66X48X48X48X48X52X48X51X57X56X,39.0,41,Congés
ANON_77X66X48X48X48X48X52X48X52X48X51X,57.5,67,Congés
ANON_77X66X48X48X48X48X52X48X52X48X53X,31.5,40,Congés
ANON_77X66X48X48X48X48X52X48X52X49X57X,49.0,58,Congés
ANON_77X66X48X48X48X48X52X48X52X50X57X,33.5,42,Congés
ANON_77X66X48X48X48X48X52X48X52X53X55X,56.5,65,Congés
ANON_77X66X48X48X48X48X52X48X52X54X56X,34.0,40,Congés
ANON_77X66X48X48X48X48X52X48X52X54X57X,56.5,63,Congés
ANON_77X66X48X48X48X48X52X48X52X55X51X,62.5,70,Congés
ANON_77X66X48X48X48X48X52X48X52X55X57X,19.5,23,Congés
ANON_77X66X48X48X48X48X52X48X52X56X53X,40.0,47,Congés
ANON_77X66X48X48X48X48X52X48X52X57X48X,35.0,48,Congés
ANON_77X66X48X48X48X48X52X48X53X48X52X,37.5,42,Congés
ANON_77X66X48X48X48X48X52X48X53X48X54X,48.5,58,Congés
ANON_77X66X48X48X48X48X52X48X53X48X57X,39.5,46,Congés
ANON_77X66X48X48X48X48X52X48X53X51X56X,34.0,41,Congés
ANON_77X66X48X48X48X48X52X48X53X53X56X,43.0,54,Congés
ANON_77X66X48X48X48X48X52X48X54X48X48X,52.0,59,Congés
ANON_77X66X48X48X48X48X52X48X54X48X53X,43.0,52,Congés
ANON_77X66X48X48X48X48X52X48X54X51X53X,60.0,67,Congés
ANON_77X66X48X48X48X48X52X48X54X54X54X,66.5,85,Maladie
ANON_77X66X48X48X48X48X52X48X54X54X57X,34.5,42,Congés
ANON_77X66X48X48X48X48X52X48X54X55X49X,50.5,64,Congés
ANON_77X66X48X48X48X48X52X48X54X57X54X,42.5,50,Congés
ANON_77X66X48X48X48X48X52X48X55X48X50X,44.0,54,Congés
ANON_77X66X48X48X48X48X52X48X55X49X51X,29.5,34,Congés
ANON_77X66X48X48X48X48X52X48X55X50X50X,40.0,44,Congés
ANON_77X66X48X48X48X48X52X48X55X53X49X,55.0,65,Congés
ANON_77X66X48X48X48X48X52X48X55X53X50X,48.0,63,Congés
ANON_77X66X48X48X48X48X52X48X55X56X50X,50.0,63,Congés
