employee_id,absence_days,absence_events,main_group
ANON_75X88X48X48X48X48X50X56X57X55X52X,37.5,40,Congés
ANON_75X88X48X48X48X48X50X57X48X57X54X,39.5,47,Congés
ANON_75X88X48X48X48X48X51X50X54X48X56X,53.5,74,Congés
ANON_75X88X48X48X48X48X51X50X54X49X51X,24.0,32,Congés
ANON_75X88X48X48X57X49X49X51X54X50X50X,44.0,52,Congés
ANON_75X88X48X48X57X49X49X53X51X49X56X,39.0,45,Congés
ANON_75X88X48X48X57X49X49X53X57X54X54X,43.5,48,Congés
ANON_75X88X48X48X57X49X50X48X56X56X50X,22.0,31,Maladie
ANON_75X88X48X48X57X49X50X50X52X55X51X,32.0,43,Congés
ANON_75X88X48X48X57X49X50X53X51X52X55X,3.0,6,Maladie
ANON_75X88X48X48X57X49X53X51X54X57X53X,16.0,16,Congés
ANON_76X54X48X48X56X55X54X54X55X55X49X,27.5,36,Congés
ANON_76X54X48X48X56X55X54X54X56X57X49X,22.0,29,Congés
ANON_76X54X48X48X56X55X54X56X51X48X49X,28.0,32,Congés
ANON_76X65X48X48X48X49X48X48X57X56X54X,30.0,40,Congés
ANON_76X65X48X48X48X49X48X49X49X48X51X,37.0,49,Congés
ANON_76X65X48X48X48X49X48X49X57X50X52X,36.0,43,Congés
ANON_76X65X48X48X57X49X49X54X51X54X49X,33.0,41,Congés
ANON_76X65X48X48X57X49X49X55X54X52X51X,185.0,261,Maternité et paternité
ANON_76X65X48X48X57X49X49X56X50X51X51X,16.0,16,Congés
ANON_76X65X48X48X57X49X50X48X52X56X48X,42.0,53,Congés
ANON_76X65X48X48X57X49X50X57X57X48X55X,42.5,45,Congés
ANON_76X65X48X48X57X49X53X55X49X57X57X,12.5,16,Congés
ANON_76X65X48X48X57X49X53X55X54X49X56X,31.0,41,Congés
ANON_76X65X48X48X57X49X53X56X49X54X50X,56.0,83,Maladie
ANON_76X76X48X48X57X49X49X54X49X53X48X,29.5,34,Congés
ANON_76X77X48X48X57X49X49X49X57X54X56X,36.5,44,Congés
ANON_76X90X48X48X48X48X48X50X56X51X57X,50.0,59,Congés
ANON_76X90X48X48X48X48X48X54X53X48X48X,35.0,38,Congés
ANON_76X90X48X48X48X48X48X55X55X55X51X,101.0,119,Congés
ANON_76X90X48X48X48X48X48X56X50X53X56X,29.5,34,Congés
ANON_76X90X48X48X48X48X48X57X52X53X56X,165.0,243,Maladie
ANON_76X90X48X48X48X48X49X48X48X48X49X,59.0,75,Congés
ANON_76X90X48X48X48X48X49X48X48X48X53X,31.0,39,Congés
ANON_76X90X48X48X48X48X49X48X48X49X49X,30.5,42,Congés
ANON_76X90X48X48X48X48X49X48X48X49X53X,34.0,37,Congés
ANON_76X90X48X48X48X48X49X48X48X49X54X,135.0,191,Congés
ANON_76X90X48X48X48X48X49X48X48X49X55X,50.0,69,Congés
ANON_76X90X48X48X48X48X49X48X48X50X50X,50.5,62,Congés
ANON_76X90X48X48X48X48X49X48X48X50X52X,31.5,36,Congés
ANON_76X90X48X48X48X48X49X48X48X51X51X,40.5,43,Congés
ANON_76X90X48X48X48X48X49X48X48X52X48X,25.0,33,Congés
ANON_76X90X48X48X48X48X49X48X48X52X50X,37.0,43,Congés
ANON_76X90X48X48X48X48X49X48X48X52X53X,45.0,60,Congés
ANON_76X90X48X48X48X48X49X48X48X52X54X,120.0,171,Congés
ANON_76X90X48X48X48X48X49X48X48X53X54X,35.5,39,Congés
ANON_76X90X48X48X48X48X49X48X48X54X49X,41.5,47,Congés
ANON_76X90X48X48X48X48X49X48X48X54X54X,41.5,50,Congés
ANON_76X90X48X48X48X48X49X48X48X55X50X,36.5,43,Congés
ANON_76X90X48X48X48X48X49X48X48X55X52X,49.5,58,Congés
ANON_76X90X48X48X48X48X49X48X48X55X55X,36.0,48,Congés
ANON_76X90X48X48X48X48X49X48X48X56X49X,27.0,34,Congés
ANON_76X90X48X48X48X48X49X48X48X56X50X,63.0,90,Congés
ANON_76X90X48X48X48X48X49X48X48X57X56X,18.0,25,Congés
ANON_76X90X48X48X48X48X49X48X49X48X54X,27.0,31,Congés
ANON_76X90X48X48X48X48X49X48X49X48X56X,43.0,54,Congés
ANON_76X90X48X48X48X48X49X48X49X51X49X,38.0,38,Congés
ANON_76X90X48X48X48X48X49X48X49X52X51X,37.0,48,Congés
ANON_76X90X48X48X48X48X49X48X49X52X53X,36.5,50,Congés
ANON_76X90X48X48X48X48X49X48X49X53X54X,66.0,87,Maladie
ANON_76X90X48X48X48X48X49X48X49X54X51X,41.0,48,Congés
ANON_76X90X48X48X48X48X49X48X49X54X53X,34.0,39,Congés
ANON_76X90X48X48X48X48X49X48X49X55X49X,23.0,26,Congés
ANON_76X90X48X48X48X48X49X48X49X55X51X,37.0,49,Congés
ANON_76X90X48X48X48X48X49X48X49X56X51X,23.0,25,Congés
ANON_76X90X48X48X48X48X49X48X50X48X54X,33.5,41,Congés
ANON_76X90X48X48X48X48X49X48X50X48X55X,35.5,46,Congés
ANON_76X90X48X48X48X48X49X48X50X49X51X,40.5,42,Congés
ANON_76X90X48X48X48X48X49X48X50X49X52X,34.0,39,Congés
ANON_76X90X48X48X48X48X49X48X50X51X52X,66.0,85,Congés
ANON_76X90X48X48X48X48X49X48X50X51X53X,40.0,49,Congés
ANON_76X90X48X48X48X48X49X48X50X51X57X,185.0,269,Congés
ANON_76X90X48X48X48X48X49X48X50X52X51X,31.0,38,Congés
ANON_76X90X48X48X48X48X49X48X50X53X50X,32.0,40,Congés
ANON_76X90X48X48X48X48X49X48X50X53X55X,51.0,57,Congés
ANON_76X90X48X48X48X48X49X48X50X55X53X,251.0,365,Maladie
ANON_76X90X48X48X48X48X49X48X50X55X54X,28.0,43,Congés
ANON_76X90X48X48X48X48X49X48X50X55X57X,31.0,36,Congés
ANON_76X90X48X48X48X48X49X48X50X56X52X,60.0,85,Congés
ANON_76X90X48X48X48X48X49X48X50X56X54X,37.5,46,Congés
ANON_76X90X48X48X48X48X49X48X50X56X56X,20.0,22,Congés
ANON_76X90X48X48X48X48X49X48X50X57X49X,43.0,48,Congés
ANON_76X90X48X48X48X48X49X48X50X57X52X,35.0,40,Congés
ANON_76X90X48X48X48X48X49X48X51X49X48X,42.0,47,Congés
ANON_76X90X48X48X48X48X49X48X51X49X53X,34.0,43,Congés
ANON_76X90X48X48X48X48X49X54X56X52X49X,105.0,143,Absences Autres motifs
ANON_76X90X48X48X48X48X49X55X57X56X50X,41.0,55,Congés
ANON_76X90X48X48X48X48X49X55X57X57X49X,42.0,61,Congés
ANON_76X90X48X48X48X48X50X49X57X49X56X,35.5,40,Congés
ANON_76X90X48X48X48X48X50X51X49X54X50X,37.0,48,Congés
ANON_76X90X48X48X48X48X50X51X50X57X51X,55.5,72,Congés
ANON_76X90X48X48X48X48X50X53X53X55X56X,35.0,43,Congés
ANON_76X90X48X48X48X48X50X53X53X57X54X,35.5,46,Congés
ANON_76X90X48X48X48X48X50X54X50X54X57X,55.0,57,Congés
ANON_76X90X48X48X48X48X50X54X50X55X50X,36.0,42,Congés
ANON_76X90X48X48X48X48X50X54X50X55X51X,43.0,51,Congés
ANON_76X90X48X48X48X48X50X54X51X48X55X,235.0,339,Maladie
ANON_76X90X48X48X48X48X50X54X52X48X55X,48.0,65,Congés
ANON_76X90X48X48X48X48X50X54X52X49X53X,30.5,40,Congés
ANON_76X90X48X48X48X48X50X54X56X50X54X,46.0,54,Congés
ANON_76X90X48X48X48X48X50X54X56X51X57X,62.0,74,Congés
ANON_76X90X48X48X48X48X50X54X56X52X51X,34.0,43,Congés
ANON_76X90X48X48X48X48X50X54X56X52X53X,251.0,365,Maladie
ANON_76X90X48X48X48X48X50X54X56X57X53X,40.5,49,Congés
ANON_76X90X48X48X48X48X50X54X56X57X54X,29.5,34,Congés
ANON_76X90X48X48X48X48X50X55X50X48X54X,65.5,86,Congés
ANON_76X90X48X48X48X48X50X55X50X55X53X,36.5,42,Congés
ANON_76X90X48X48X48X48X50X56X50X51X48X,34.0,41,Congés
ANON_76X90X48X48X48X48X50X56X52X52X49X,39.0,46,Congés
ANON_76X90X48X48X48X48X50X56X57X57X49X,35.5,45,Congés
ANON_76X90X48X48X48X48X50X57X50X53X53X,41.0,47,Congés
ANON_76X90X48X48X48X48X50X57X52X52X56X,31.0,36,Congés
ANON_76X90X48X48X48X48X50X57X52X55X49X,67.0,76,Congés
ANON_76X90X48X48X48X48X50X57X54X54X57X,34.0,45,Congés
ANON_76X90X48X48X48X48X50X57X54X57X57X,33.5,39,Congés
ANON_76X90X48X48X48X48X51X48X51X55X55X,37.5,54,Congés
ANON_76X90X48X48X48X48X51X49X48X49X48X,23.5,26,Congés
ANON_76X90X48X48X48X48X51X49X49X50X55X,30.0,34,Congés
ANON_76X90X48X48X48X48X51X49X50X55X50X,28.0,37,Congés
ANON_76X90X48X48X48X48X51X49X52X55X52X,40.0,50,Congés
ANON_76X90X48X48X48X48X51X49X54X51X57X,26.0,35,Congés
ANON_76X90X48X48X48X48X51X49X56X55X48X,45.0,53,Congés
ANON_76X90X48X48X48X48X52X48X48X48X52X,44.0,44,Congés
ANON_76X90X48X48X48X48X52X48X48X52X51X,46.0,56,Congés
ANON_76X90X48X48X48X48X52X48X48X56X49X,27.5,32,Congés
ANON_76X90X48X48X48X48X52X48X48X56X54X,41.0,52,Congés
ANON_76X90X48X48X48X48X52X48X48X56X55X,55.5,83,Congés
ANON_76X90X48X48X48X48X52X48X48X56X56X,34.5,42,Congés
ANON_76X90X48X48X48X48X52X48X48X57X51X,41.0,46,Congés
ANON_76X90X48X48X48X48X52X48X48X57X52X,36.0,54,Congés
ANON_76X90X48X48X48X48X52X48X49X48X50X,39.0,45,Congés
ANON_76X90X48X48X48X48X52X48X49X49X48X,67.0,94,Congés
ANON_76X90X48X48X48X48X52X48X49X50X55X,51.5,58,Congés
ANON_76X90X48X48X48X48X52X48X49X51X55X,48.0,58,Congés
ANON_76X90X48X48X48X48X52X48X49X53X54X,57.0,67,Congés
ANON_76X90X48X48X48X48X52X48X49X54X48X,33.5,40,Congés
ANON_76X90X48X48X48X48X52X48X49X54X57X,39.0,48,Congés
ANON_76X90X48X48X48X48X52X48X50X49X57X,60.0,78,Congés
ANON_76X90X48X48X48X48X52X48X50X50X50X,34.5,46,Congés
ANON_76X90X48X48X48X48X52X48X50X50X56X,32.0,41,Congés
ANON_76X90X48X48X48X48X52X48X50X51X48X,45.0,51,Congés
ANON_76X90X48X48X48X48X52X48X50X51X49X,56.5,62,Congés
ANON_76X90X48X48X48X48X52X48X50X51X51X,55.5,75,Maladie
ANON_76X90X48X48X48X48X52X48X50X52X57X,223.5,324,Maladie
ANON_76X90X48X48X48X48X52X48X50X53X48X,34.0,39,Congés
ANON_76X90X48X48X48X48X52X48X50X53X51X,70.0,93,Maladie
ANON_76X90X48X48X48X48X52X48X50X53X56X,39.0,44,Congés
ANON_76X90X48X48X48X48X52X48X50X54X51X,43.0,49,Congés
ANON_76X90X48X48X48X48X52X48X52X54X53X,45.5,63,Congés
ANON_76X90X48X48X48X48X52X48X52X57X57X,45.5,58,Maternité et paternité
ANON_76X90X48X48X48X48X52X48X53X51X49X,40.5,45,Congés
ANON_76X90X48X48X48X48X52X48X53X55X52X,33.0,39,Congés
ANON_76X90X48X48X48X48X52X48X53X56X49X,43.5,56,Congés
ANON_76X90X48X48X48X48X52X48X54X48X49X,41.0,53,Congés
ANON_76X90X48X48X48X48X52X48X54X48X50X,50.5,64,Congés
ANON_76X90X48X48X48X48X52X48X54X48X51X,17.0,20,Congés
ANON_76X90X48X48X48X48X52X48X54X55X55X,47.0,62,Congés
ANON_76X90X48X48X48X48X52X48X54X55X57X,123.0,279,Maladie
ANON_76X90X48X48X48X48X52X48X54X57X51X,35.0,43,Congés
ANON_76X90X48X48X48X48X52X48X55X50X52X,26.5,33,Congés
ANON_76X90X48X48X48X48X52X48X55X53X48X,33.5,42,Congés
ANON_76X90X48X48X48X48X52X48X55X55X48X,36.0,47,Congés
ANON_76X90X48X48X48X48X52X48X55X56X51X,57.5,70,Congés
ANON_76X90X48X48X48X48X52X48X55X56X55X,34.5,43,Congés
ANON_76X90X48X48X48X48X52X48X56X52X50X,38.5,42,Congés
ANON_76X90X48X48X48X48X52X48X56X52X51X,34.5,43,Congés
ANON_76X90X48X48X48X48X52X48X56X52X55X,67.5,82,Congés
ANON_76X90X48X48X48X48X52X48X56X53X55X,51.5,61,Congés
ANON_76X90X48X48X48X48X52X48X56X54X56X,49.5,61,Congés
ANON_76X90X48X48X48X48X52X48X57X49X52X,35.0,43,Congés
ANON_76X90X48X48X48X48X52X48X57X51X55X,43.0,53,Congés
ANON_76X90X48X48X48X48X52X49X50X50X52X,35.0,44,Congés
ANON_76X90X48X48X48X48X52X49X50X51X53X,47.0,56,Congés
ANON_76X90X48X48X48X48X52X49X50X54X48X,65.5,79,Congés
ANON_76X90X48X48X48X48X52X49X50X54X51X,30.5,44,Congés
ANON_76X90X48X48X48X48X52X49X50X54X57X,40.0,49,Congés
ANON_76X90X48X48X48X48X52X49X50X55X51X,23.0,27,Congés
ANON_76X90X48X48X48X48X52X49X50X56X51X,29.0,40,Congés
ANON_76X90X48X48X48X48X52X49X51X50X49X,40.5,49,Congés
ANON_76X90X48X48X48X48X52X49X51X50X52X,72.0,94,Congés
ANON_76X90X48X48X48X48X52X49X51X50X57X,36.0,47,Congés
ANON_76X90X48X48X48X48X52X49X51X51X51X,53.0,71,Congés
ANON_76X90X48X48X48X48X52X49X51X51X56X,47.0,54,Congés
ANON_76X90X48X48X48X48X52X49X51X52X55X,37.0,45,Congés
ANON_76X90X48X48X48X48X52X49X51X53X52X,87.0,131,Congés
ANON_76X90X48X48X48X50X48X48X48X54X55X,46.0,55,Congés
ANON_76X90X48X48X48X50X48X48X50X50X57X,39.5,49,Congés
ANON_76X90X48X48X48X50X48X48X52X50X48X,63.0,90,Congés
ANON_76X90X48X48X48X50X48X48X52X53X57X,55.5,61,Congés
ANON_76X90X48X48X48X50X48X48X52X56X49X,42.0,47,Congés
ANON_76X90X48X48X48X50X48X48X52X56X56X,208.5,345,Maladie
ANON_76X90X48X48X48X50X48X48X52X57X53X,42.0,56,Congés
ANON_76X90X48X48X48X50X48X48X53X49X48X,38.5,48,Congés
ANON_76X90X48X48X48X50X48X48X53X49X49X,29.0,36,Congés
ANON_76X90X48X48X48X50X48X48X53X51X57X,251.0,365,Maladie
ANON_76X90X48X48X48X50X48X48X53X52X52X,44.0,49,Congés
ANON_76X90X48X48X48X50X48X48X53X52X54X,49.5,59,Congés
ANON_76X90X48X48X48X50X48X48X53X52X55X,40.0,46,Congés
ANON_76X90X48X48X48X50X48X48X53X53X56X,35.0,43,Congés
ANON_76X90X48X48X48X50X48X48X53X54X57X,46.0,60,Congés
ANON_76X90X48X48X48X50X48X48X53X56X50X,47.0,48,Congés
ANON_76X90X48X48X48X50X48X48X53X57X48X,61.5,91,Maladie
ANON_76X90X48X48X48X50X48X48X53X57X49X,37.0,37,Congés
ANON_76X90X48X48X48X50X48X48X53X57X56X,34.5,42,Congés
ANON_76X90X48X48X48X50X48X48X54X50X54X,59.0,74,Congés
ANON_76X90X48X48X48X50X48X48X54X52X49X,32.0,41,Congés
ANON_76X90X48X48X48X50X48X48X54X52X53X,52.0,62,Congés
ANON_76X90X48X48X48X50X48X48X54X52X57X,32.5,45,Congés
ANON_76X90X48X48X48X50X48X48X54X53X48X,36.0,40,Congés
ANON_76X90X48X48X48X50X48X48X54X56X49X,28.5,36,Congés
ANON_76X90X48X48X48X50X48X48X54X57X52X,74.0,80,Congés
ANON_76X90X48X48X48X50X48X48X54X57X54X,48.0,56,Congés
ANON_76X90X48X48X48X50X48X48X54X57X55X,229.0,334,Maladie
ANON_76X90X48X48X48X50X48X48X55X49X50X,60.0,71,Congés
ANON_76X90X48X48X48X50X48X48X55X49X51X,71.0,93,Maladie
ANON_76X90X48X48X48X50X48X48X55X52X57X,41.0,42,Congés
ANON_76X90X48X48X48X50X48X48X55X57X55X,83.0,108,Maladie
ANON_76X90X48X48X48X51X48X48X48X48X54X,163.0,229,Maladie
ANON_76X90X48X48X48X51X48X48X48X49X52X,39.5,44,Congés
ANON_76X90X48X48X48X51X48X48X48X50X54X,45.5,53,Congés
ANON_76X90X48X48X48X51X48X48X48X50X57X,41.5,52,Congés
ANON_76X90X48X48X48X51X48X48X48X51X51X,41.0,45,Congés
ANON_76X90X48X48X48X51X48X48X48X51X54X,40.0,46,Congés
ANON_76X90X48X48X48X51X48X48X48X53X48X,40.0,47,Congés
ANON_76X90X48X48X48X51X48X48X48X53X55X,41.5,49,Congés
ANON_76X90X48X48X48X51X48X48X48X54X56X,39.0,45,Congés
ANON_76X90X48X48X48X51X48X48X48X55X56X,36.0,45,Congés
ANON_76X90X48X48X48X51X48X48X48X56X50X,37.0,44,Congés
ANON_76X90X48X48X48X51X48X48X48X56X51X,60.5,69,Congés
ANON_76X90X48X48X48X51X48X48X49X48X51X,37.0,46,Congés
ANON_76X90X48X48X48X51X48X48X49X48X55X,47.5,60,Congés
ANON_76X90X48X48X48X51X48X48X49X48X56X,30.0,34,Congés
ANON_76X90X48X48X48X51X48X48X49X52X51X,47.0,51,Congés
ANON_76X90X48X48X48X51X48X48X49X52X55X,26.0,30,Congés
ANON_76X90X48X48X48X51X48X48X49X54X51X,170.0,248,Maladie
ANON_76X90X48X48X48X51X48X48X49X54X57X,32.0,39,Congés
ANON_76X90X48X48X48X51X48X48X49X57X53X,46.0,59,Congés
ANON_76X90X48X48X48X51X48X48X49X57X55X,58.0,75,Congés
ANON_76X90X48X48X48X51X48X48X50X50X57X,43.0,59,Congés
ANON_76X90X48X48X48X51X48X48X50X54X50X,48.0,61,Congés
ANON_76X90X48X48X48X51X48X48X50X56X54X,45.5,59,Congés
ANON_76X90X48X48X48X51X48X48X51X51X57X,27.5,36,Congés
ANON_76X90X48X48X48X51X48X48X51X52X56X,63.5,87,Congés
ANON_76X90X48X48X48X51X48X48X51X54X54X,32.5,42,Congés
ANON_76X90X48X48X48X51X48X48X51X55X57X,42.0,47,Congés
ANON_76X90X48X48X48X51X48X48X51X57X48X,53.0,64,Congés
ANON_76X90X48X48X48X51X48X48X52X51X49X,35.5,43,Congés
ANON_76X90X48X48X48X51X48X48X52X51X51X,41.0,50,Congés
ANON_76X90X48X48X48X51X48X48X52X52X49X,38.0,42,Congés
ANON_76X90X48X48X48X51X48X48X52X52X53X,46.5,62,Congés
ANON_76X90X48X48X48X51X48X48X52X57X48X,45.0,57,Congés
ANON_76X90X48X48X48X51X48X48X52X57X49X,50.0,61,Congés
ANON_76X90X48X48X48X51X48X48X52X57X50X,31.0,39,Congés
ANON_76X90X48X48X48X51X48X48X53X48X52X,30.0,37,Congés
ANON_76X90X48X48X48X51X48X48X53X48X53X,37.0,49,Congés
ANON_76X90X48X48X48X51X48X48X53X49X50X,30.0,34,Congés
ANON_76X90X48X48X48X51X48X48X53X49X57X,61.0,76,Congés
ANON_76X90X48X48X48X51X48X48X53X52X49X,36.0,43,Congés
ANON_76X90X48X48X48X51X48X48X53X54X56X,61.0,78,Congés
ANON_76X90X48X48X48X51X48X48X53X57X57X,29.0,36,Congés
ANON_76X90X48X48X48X51X48X48X54X52X52X,29.0,36,Congés
ANON_76X90X48X48X48X51X48X48X54X53X49X,64.5,77,Congés
ANON_76X90X48X48X48X51X48X48X55X49X53X,37.0,45,Congés
ANON_76X90X48X48X48X51X48X48X55X50X56X,41.0,49,Congés
ANON_76X90X48X48X48X51X48X48X55X51X57X,57.0,59,Congés
ANON_76X90X48X48X48X51X48X48X55X53X53X,77.0,92,Maladie
ANON_76X90X48X48X48X51X48X48X55X56X50X,39.5,50,Congés
ANON_76X90X48X48X48X51X48X48X55X56X51X,39.5,49,Congés
ANON_76X90X48X48X48X51X48X48X55X56X52X,109.5,145,Maladie
ANON_76X90X48X48X48X51X48X48X55X56X53X,33.0,37,Congés
ANON_76X90X48X48X48X51X48X48X55X56X54X,94.0,137,Congés
ANON_76X90X48X48X48X51X48X48X55X57X49X,49.5,59,Congés
ANON_76X90X48X48X48X51X48X48X55X57X55X,45.5,54,Congés
ANON_76X90X48X48X48X51X48X48X55X57X57X,56.0,67,Congés
ANON_76X90X48X48X48X51X48X48X56X48X55X,28.5,34,Congés
ANON_76X90X48X48X48X51X48X48X56X48X56X,42.0,46,Congés
ANON_76X90X48X48X48X51X48X48X56X49X48X,38.0,47,Congés
ANON_76X90X48X48X48X51X48X48X56X49X49X,37.0,43,Congés
ANON_76X90X48X48X48X51X48X48X56X49X50X,37.0,48,Congés
ANON_76X90X48X48X48X51X48X48X56X49X51X,38.5,50,Congés
ANON_76X90X48X48X48X51X48X48X56X49X53X,33.5,46,Congés
ANON_76X90X48X48X48X51X48X48X56X49X55X,72.5,104,Congés
ANON_76X90X48X48X48X51X48X48X56X50X48X,54.0,65,Congés
ANON_76X90X48X48X48X51X48X48X56X50X51X,45.5,60,Congés
ANON_76X90X48X48X48X51X48X48X56X51X54X,33.0,38,Congés
ANON_76X90X48X48X48X51X48X48X56X51X55X,12.5,16,Congés
ANON_76X90X48X48X48X51X48X48X56X51X56X,90.0,252,Maladie
ANON_76X90X48X48X48X51X48X48X56X51X57X,212.0,311,Maladie
ANON_76X90X48X48X48X51X48X48X56X52X49X,50.5,62,Congés
ANON_76X90X48X48X48X51X48X48X56X52X54X,29.0,37,Congés
ANON_76X90X48X48X48X51X48X48X56X52X55X,23.0,29,Congés
ANON_76X90X48X48X48X51X48X48X56X52X57X,143.0,321,Légal / Conventionnel Autre
ANON_76X90X48X48X48X51X48X48X56X57X50X,44.5,52,Congés
ANON_76X90X48X48X48X51X48X48X57X48X50X,46.5,60,Congés
ANON_76X90X48X48X48X51X48X48X57X50X49X,56.5,64,Congés
ANON_76X90X48X48X48X51X48X49X48X55X52X,48.5,54,Congés
ANON_76X90X48X48X48X51X48X49X48X57X51X,44.5,51,Congés
ANON_76X90X48X48X48X51X48X49X48X57X57X,34.0,40,Congés
ANON_76X90X48X48X48X51X48X49X49X48X50X,51.5,63,Congés
ANON_76X90X48X48X48X51X48X49X49X51X55X,33.5,39,Congés
ANON_76X90X48X48X48X51X48X49X50X50X52X,36.0,42,Congés
ANON_76X90X48X48X48X51X48X49X51X52X48X,43.5,52,Congés
ANON_76X90X48X48X48X51X48X49X51X55X54X,78.0,107,Maladie
ANON_76X90X48X48X48X51X48X49X51X55X56X,51.0,58,Congés
ANON_76X90X48X48X48X51X48X49X51X57X49X,59.0,78,Congés
ANON_76X90X48X48X48X51X48X49X51X57X51X,63.5,83,Congés
ANON_76X90X48X48X48X51X48X49X52X50X53X,53.5,64,Congés
ANON_76X90X48X48X48X51X48X49X53X49X52X,55.0,61,Congés
ANON_76X90X48X48X48X51X48X49X53X50X54X,23.0,31,Congés
ANON_76X90X48X48X48X51X48X49X53X51X51X,34.0,41,Congés
ANON_76X90X48X48X48X51X48X49X53X54X56X,55.0,68,Congés
ANON_76X90X48X48X48X51X48X49X53X56X54X,31.0,39,Congés
ANON_76X90X48X48X48X51X48X49X55X51X49X,44.5,60,Congés
ANON_76X90X48X48X48X51X48X49X55X52X55X,44.0,61,Congés
ANON_76X90X48X48X48X51X48X49X55X56X51X,34.0,46,Congés
ANON_76X90X48X48X48X51X48X49X56X52X56X,84.0,119,Congés
ANON_76X90X48X48X48X51X48X49X56X53X49X,33.5,46,Congés
ANON_76X90X48X48X57X48X49X56X51X54X50X,40.0,51,Congés
ANON_76X90X48X48X57X48X49X56X52X48X53X,31.5,41,Congés
ANON_76X90X48X48X57X48X49X56X52X48X55X,27.0,35,Congés
ANON_76X90X48X48X57X48X49X56X52X48X56X,40.0,53,Congés
ANON_76X90X48X48X57X48X49X56X52X48X57X,42.5,56,Congés
ANON_76X90X48X48X57X48X49X56X52X49X54X,61.0,77,Congés
ANON_76X90X48X48X57X48X49X56X52X51X48X,34.0,41,Congés
ANON_76X90X48X48X57X48X49X56X52X52X51X,36.0,45,Congés
ANON_76X90X48X48X57X48X49X56X52X55X55X,30.5,42,Congés
ANON_76X90X48X48X57X48X49X56X53X50X54X,39.5,49,Congés
ANON_76X90X48X48X57X48X49X56X54X49X51X,52.5,67,Congés
ANON_76X90X48X48X57X48X54X52X56X50X57X,45.0,54,Congés
ANON_76X90X48X48X57X48X54X52X56X55X56X,72.0,87,Maladie
ANON_76X90X48X48X57X48X55X54X49X49X54X,54.5,71,Congés
ANON_76X90X48X48X57X48X55X54X49X55X53X,44.5,60,Congés
ANON_76X90X48X48X57X48X55X54X50X52X50X,36.0,47,Congés
ANON_76X90X48X48X57X48X55X54X50X54X53X,24.0,29,Congés
ANON_76X90X48X48X57X48X55X54X52X48X56X,35.0,39,Congés
ANON_76X90X48X48X57X48X55X54X52X55X48X,55.5,71,Congés
ANON_76X90X48X48X57X48X55X54X52X55X50X,44.0,55,Congés
ANON_76X90X48X48X57X48X55X54X52X57X57X,33.5,42,Congés
ANON_76X90X48X48X57X48X55X54X54X53X56X,33.0,47,Congés
ANON_76X90X48X48X57X48X55X54X54X54X50X,123.5,176,Maladie
ANON_76X90X48X48X57X48X55X55X48X49X48X,35.5,54,Congés
ANON_76X90X48X48X57X48X55X55X48X54X51X,44.0,54,Congés
ANON_76X90X48X48X57X48X55X55X48X55X49X,232.0,334,Maternité et paternité
ANON_76X90X48X48X57X48X55X55X48X57X50X,33.0,42,Congés
ANON_76X90X48X48X57X48X55X55X52X51X49X,52.0,61,Congés
ANON_76X90X48X48X57X48X55X55X53X51X51X,44.5,61,Congés
ANON_76X90X48X48X57X48X55X55X53X52X56X,52.0,59,Congés
ANON_76X90X48X48X57X48X55X55X54X51X57X,39.5,48,Congés
ANON_76X90X48X48X57X49X48X49X52X56X49X,41.5,58,Congés
ANON_76X90X48X48X57X49X48X49X53X52X50X,28.0,32,Congés
ANON_76X90X48X48X57X49X48X49X53X52X57X,42.0,47,Congés
ANON_76X90X48X48X57X49X48X49X54X55X55X,49.5,58,Congés
ANON_76X90X48X48X57X49X48X49X54X56X50X,43.0,47,Congés
ANON_76X90X48X48X57X49X49X48X48X53X50X,32.0,41,Congés
ANON_76X90X48X48X57X49X49X48X51X51X55X,79.0,100,Maternité et paternité
ANON_76X90X48X48X57X49X49X48X51X52X53X,62.0,82,Congés
ANON_76X90X48X48X57X49X49X48X57X51X49X,60.0,65,Congés
ANON_76X90X48X48X57X49X49X49X48X56X51X,46.0,49,Congés
ANON_76X90X48X48X57X49X49X49X49X54X56X,38.0,54,Congés
ANON_76X90X48X48X57X49X49X49X52X52X49X,39.0,43,Congés
ANON_76X90X48X48X57X49X49X49X53X56X55X,35.0,45,Congés
ANON_76X90X48X48X57X49X49X49X54X48X51X,2.5,3,Légal / Conventionnel Familial
ANON_76X90X48X48X57X49X49X49X54X49X57X,35.0,45,Congés
ANON_76X90X48X48X57X49X49X49X54X57X54X,30.5,36,Congés
ANON_76X90X48X48X57X49X49X49X55X48X48X,24.0,33,Congés
ANON_76X90X48X48X57X49X49X49X55X51X54X,69.5,81,Congés
ANON_76X90X48X48X57X49X49X49X55X54X52X,42.0,50,Congés
ANON_76X90X48X48X57X49X49X49X55X54X55X,44.5,47,Congés
ANON_76X90X48X48X57X49X49X49X55X55X50X,26.0,30,Congés
ANON_76X90X48X48X57X49X49X49X56X53X53X,36.0,49,Congés
ANON_76X90X48X48X57X49X49X49X57X53X55X,25.0,25,Congés
ANON_76X90X48X48X57X49X49X50X48X53X50X,52.5,62,Congés
ANON_76X90X48X48X57X49X49X50X48X54X55X,36.0,45,Congés
ANON_76X90X48X48X57X49X49X50X49X50X56X,57.0,61,Congés
ANON_76X90X48X48X57X49X49X50X50X53X53X,37.0,46,Congés
