employee_id,country,performance_score
ANON_67X57X48X48X48X48X69X84X68X52X71X,Luxembourg,2.0
ANON_67X57X48X48X48X48X69X84X68X52X73X,Luxembourg,3.0
ANON_67X57X48X48X48X48X69X84X68X55X55X,Luxembourg,3.0
ANON_67X57X48X48X48X48X69X84X68X56X78X,Luxembourg,3.0
ANON_67X57X48X48X48X48X69X84X68X57X69X,Luxembourg,3.0
ANON_67X72X48X48X48X48X48X50X48X48X55X,France,3.0
ANON_68X49X48X48X48X48X70X50X53X52X56X,France,3.0
ANON_68X49X48X48X48X48X70X50X55X55X51X,France,3.0
ANON_68X49X48X48X48X48X70X50X56X50X50X,France,3.0
ANON_68X49X48X48X48X48X70X50X56X51X57X,France,3.0
ANON_68X49X48X48X48X48X70X54X56X49X50X,France,3.0
ANON_68X49X48X48X48X48X70X54X56X49X57X,France,4.0
ANON_68X49X48X48X48X48X70X54X56X53X54X,France,3.0
ANON_68X49X48X48X48X48X70X54X56X54X57X,France,3.0
ANON_68X49X48X48X48X48X70X54X56X55X57X,France,4.0
ANON_68X49X48X48X48X48X70X54X56X57X56X,France,4.0
ANON_68X49X48X48X48X48X70X54X57X48X54X,France,3.0
ANON_68X49X48X48X48X48X70X54X57X48X55X,France,3.0
ANON_68X49X48X48X48X48X70X54X57X49X51X,France,3.0
ANON_68X49X48X48X48X48X70X54X57X52X52X,France,4.0
ANON_68X49X48X48X48X48X70X55X54X50X57X,France,3.0
ANON_68X49X48X48X48X48X70X55X57X56X57X,France,3.0
ANON_68X49X48X48X48X48X70X56X53X54X51X,France,3.0
ANON_68X49X48X48X48X48X70X65X48X55X55X,France,3.0
ANON_68X49X48X48X48X48X70X65X51X57X51X,France,3.0
ANON_68X49X48X48X48X48X70X67X51X54X54X,France,2.0
ANON_68X49X48X48X48X48X70X67X55X55X56X,France,3.0
ANON_68X49X48X48X48X48X70X67X56X57X56X,France,3.0
ANON_68X49X48X48X48X48X70X69X48X49X54X,France,3.0
ANON_68X49X48X48X48X48X70X69X49X53X55X,France,3.0
ANON_68X49X48X48X48X48X70X69X49X54X55X,France,3.0
ANON_68X49X48X48X48X48X70X69X50X51X56X,France,3.0
ANON_68X49X48X48X48X48X70X69X51X57X50X,France,4.0
ANON_68X49X48X48X48X48X70X69X52X57X52X,France,3.0
ANON_68X49X48X48X48X48X70X69X53X48X57X,France,4.0
ANON_68X49X48X48X48X48X70X69X53X49X48X,France,4.0
ANON_68X49X48X48X48X48X70X69X53X49X53X,France,3.0
ANON_68X49X48X48X48X48X70X69X53X49X56X,France,3.0
ANON_68X49X48X48X48X48X70X69X53X50X48X,France,3.0
ANON_68X49X48X48X48X48X70X69X53X50X56X,France,3.0
ANON_68X49X48X48X48X48X70X69X53X51X50X,France,3.0
ANON_68X49X48X48X48X48X70X69X53X51X57X,France,2.0
ANON_68X49X48X48X48X48X70X69X53X52X52X,France,3.0
ANON_68X49X48X48X48X48X70X69X53X55X53X,France,3.0
ANON_68X49X48X48X48X48X70X70X48X53X50X,France,3.0
ANON_68X49X48X48X48X48X70X70X52X56X50X,France,3.0
ANON_68X49X48X48X48X48X70X70X54X57X55X,France,3.0
ANON_68X49X48X48X48X48X70X70X57X52X55X,France,3.0
ANON_68X49X48X48X48X48X70X71X49X55X54X,France,3.0
ANON_68X49X48X48X48X48X70X71X50X50X55X,France,3.0
ANON_68X49X48X48X48X48X70X71X54X50X54X,France,2.0
ANON_68X49X48X48X48X48X70X71X55X49X52X,France,3.0
ANON_68X49X48X48X48X48X70X71X55X49X57X,France,4.0
ANON_68X49X48X48X48X48X70X72X48X54X57X,France,4.0
ANON_68X49X48X48X48X48X70X72X49X53X51X,France,5.0
ANON_68X49X48X48X48X48X70X72X50X55X57X,France,2.0
ANON_68X49X48X48X48X48X70X72X51X48X52X,France,4.0
ANON_68X49X48X48X48X48X70X72X53X49X51X,France,3.0
ANON_68X49X48X48X48X48X70X73X50X56X53X,France,4.0
ANON_68X49X48X48X48X48X70X73X53X48X54X,France,3.0
ANON_68X49X48X48X48X48X70X73X54X57X52X,France,4.0
ANON_68X49X48X48X48X48X70X73X54X57X54X,France,3.0
ANON_68X49X48X48X48X48X70X73X55X52X53X,France,3.0
ANON_68X49X48X48X48X48X70X73X55X55X56X,France,4.0
ANON_68X49X48X48X48X48X70X73X56X54X55X,France,3.0
ANON_68X49X48X48X48X48X70X74X50X50X53X,France,3.0
ANON_68X49X48X48X48X48X70X74X54X56X52X,France,4.0
ANON_68X49X48X48X48X48X70X75X51X57X53X,France,3.0
ANON_68X49X48X48X48X48X70X75X54X53X50X,France,4.0
ANON_68X49X48X48X48X48X70X76X48X55X51X,France,3.0
ANON_68X49X48X48X48X48X70X76X49X49X57X,France,3.0
ANON_68X49X48X48X48X48X70X76X51X52X51X,France,3.0
ANON_68X49X48X48X48X48X70X77X49X54X54X,France,4.0
ANON_68X49X48X48X48X48X70X77X52X48X53X,France,3.0
ANON_68X49X48X48X48X48X70X77X54X48X55X,France,3.0
ANON_68X49X48X48X48X48X70X77X55X57X48X,France,4.0
ANON_68X49X48X48X48X48X70X77X56X49X49X,France,4.0
ANON_68X49X48X48X48X48X70X81X72X53X84X,France,4.0
ANON_68X49X48X48X48X48X70X81X72X55X67X,France,3.0
ANON_68X49X48X48X48X48X70X81X72X55X69X,France,4.0
ANON_68X49X48X48X48X48X70X81X72X55X70X,France,4.0
ANON_68X49X48X48X48X48X70X81X72X55X71X,France,3.0
ANON_68X49X48X48X48X48X70X81X72X55X74X,France,4.0
ANON_68X49X48X48X48X48X70X81X72X55X77X,France,3.0
ANON_68X49X48X48X48X48X70X81X72X55X80X,France,3.0
ANON_68X49X48X48X48X48X70X81X72X55X82X,France,3.0
ANON_68X49X48X48X48X48X70X81X72X55X83X,France,4.0
ANON_68X49X48X48X48X48X70X81X78X55X51X,France,3.0
ANON_68X49X48X48X48X48X70X81X82X48X80X,France,5.0
ANON_68X49X48X48X48X48X70X81X84X54X74X,France,3.0
ANON_68X49X48X48X48X48X70X81X85X52X75X,France,4.0
ANON_68X49X48X48X48X48X70X81X85X55X52X,France,3.0
ANON_68X49X48X48X48X48X70X81X88X48X80X,France,3.0
ANON_68X49X48X48X48X48X70X81X88X49X57X,France,3.0
ANON_68X49X48X48X48X48X70X82X51X50X55X,France,3.0
ANON_68X49X48X48X48X48X70X82X52X54X87X,France,4.0
ANON_68X49X48X48X48X48X70X82X52X57X48X,France,3.0
ANON_68X49X48X48X48X48X70X82X56X52X56X,France,4.0
ANON_68X49X48X48X48X48X70X82X57X57X65X,France,5.0
ANON_68X49X48X48X48X48X70X82X69X57X67X,France,3.0
ANON_68X49X48X48X48X48X70X82X71X55X56X,France,4.0
ANON_68X49X48X48X48X48X70X82X72X52X53X,France,4.0
ANON_68X49X48X48X48X48X70X82X78X51X54X,France,3.0
ANON_68X49X48X48X48X48X70X84X52X50X72X,France,3.0
ANON_68X49X48X48X48X48X70X84X52X54X67X,France,4.0
ANON_68X49X48X48X48X48X70X84X52X55X72X,France,4.0
ANON_68X49X48X48X48X48X70X84X52X55X90X,France,2.0
ANON_68X49X48X48X48X48X70X84X54X51X49X,France,4.0
ANON_68X49X48X48X48X48X70X84X54X54X81X,France,3.0
ANON_68X49X48X48X48X48X70X84X55X51X79X,France,4.0
ANON_68X49X48X48X48X48X70X84X65X57X54X,France,3.0
ANON_68X49X48X48X48X48X70X84X68X57X53X,France,3.0
ANON_68X49X48X48X48X48X70X84X69X49X72X,France,2.0
ANON_68X50X48X48X48X48X70X84X49X55X49X,France,4.0
ANON_68X50X48X48X48X48X70X84X67X49X70X,France,3.0
ANON_68X50X48X48X48X48X70X84X67X56X67X,France,3.0
ANON_68X50X48X48X48X48X70X84X67X56X82X,France,4.0
ANON_68X51X48X48X48X48X69X84X56X54X75X,Luxembourg,4.0
ANON_68X57X48X48X48X48X69X82X67X50X78X,Luxembourg,3.0
ANON_68X57X48X48X48X48X69X84X57X56X66X,Luxembourg,3.0
ANON_68X72X48X48X48X48X48X48X48X51X53X,Luxembourg,3.0
ANON_68X72X48X48X48X48X48X48X48X52X53X,Luxembourg,4.0
ANON_68X72X48X48X48X48X48X48X48X53X50X,Luxembourg,4.0
ANON_68X72X48X48X48X48X48X48X48X56X53X,Luxembourg,4.0
ANON_68X72X48X48X48X48X48X48X48X56X54X,Luxembourg,3.0
ANON_68X72X48X48X48X48X48X48X48X56X56X,Luxembourg,4.0
ANON_68X72X48X48X48X48X48X48X48X57X51X,Luxembourg,4.0
ANON_68X72X48X48X48X48X48X48X48X57X52X,Luxembourg,3.0
ANON_68X72X48X48X48X48X48X48X49X49X52X,Luxembourg,3.0
ANON_68X72X48X48X48X48X48X48X49X50X51X,Luxembourg,4.0
ANON_68X72X48X48X48X48X48X48X49X52X52X,Luxembourg,4.0
ANON_68X72X48X48X48X48X48X48X49X52X56X,Luxembourg,4.0
ANON_68X72X48X48X48X48X48X48X49X52X57X,Luxembourg,4.0
ANON_68X72X48X48X48X48X48X48X49X53X52X,Luxembourg,3.0
ANON_68X72X48X48X48X48X48X48X49X55X50X,Luxembourg,4.0
ANON_68X72X48X48X48X48X48X48X49X57X52X,Luxembourg,3.0
ANON_68X72X48X48X48X48X48X48X50X48X54X,Luxembourg,3.0
ANON_68X72X48X48X48X48X48X48X50X49X51X,Luxembourg,4.0
ANON_68X72X48X48X48X48X48X48X50X51X49X,Luxembourg,3.0
ANON_68X72X48X48X48X48X48X48X50X52X49X,Luxembourg,2.0
ANON_68X72X48X48X48X48X48X48X50X52X50X,Luxembourg,5.0
ANON_68X72X48X48X48X48X48X48X50X52X53X,Luxembourg,4.0
ANON_68X72X48X48X48X48X48X48X50X55X48X,Luxembourg,4.0
ANON_68X72X48X48X48X48X48X48X51X49X54X,Luxembourg,3.0
ANON_68X72X48X48X48X48X48X48X51X53X50X,Luxembourg,3.0
ANON_68X72X48X48X48X48X48X48X51X54X50X,Luxembourg,3.0
ANON_68X72X48X48X48X48X48X48X51X55X50X,Luxembourg,4.0
ANON_68X72X48X48X48X48X48X48X51X56X54X,Luxembourg,4.0
ANON_68X72X48X48X48X48X48X48X51X57X56X,Luxembourg,4.0
ANON_68X72X48X48X48X48X48X48X52X48X50X,Luxembourg,3.0
ANON_68X72X48X48X48X48X48X48X52X48X56X,Luxembourg,3.0
ANON_68X72X48X48X48X48X48X48X52X49X50X,Luxembourg,4.0
ANON_68X72X48X48X48X48X48X48X52X49X54X,Luxembourg,3.0
ANON_68X72X48X48X48X48X48X48X52X50X50X,Luxembourg,3.0
ANON_68X72X48X48X48X48X48X48X52X51X56X,Luxembourg,4.0
ANON_68X72X48X48X48X48X48X48X52X52X52X,Luxembourg,3.0
ANON_68X72X48X48X48X48X48X48X52X53X50X,Luxembourg,3.0
ANON_68X72X48X48X48X48X48X48X52X53X52X,Luxembourg,3.0
ANON_68X72X48X48X48X48X48X48X52X53X54X,Luxembourg,3.0
ANON_68X72X48X48X48X48X48X48X52X54X56X,Luxembourg,4.0
ANON_68X72X48X48X48X48X48X48X52X55X50X,Luxembourg,3.0
ANON_68X72X48X48X48X48X48X48X52X56X48X,Luxembourg,4.0
ANON_68X72X48X48X48X48X48X48X52X57X50X,Luxembourg,4.0
ANON_68X72X48X48X48X48X48X48X53X48X50X,Luxembourg,4.0
ANON_68X72X48X48X48X48X48X48X53X48X54X,Luxembourg,3.0
ANON_68X72X48X48X48X48X48X48X53X49X52X,Luxembourg,4.0
ANON_68X72X48X48X48X48X48X48X53X51X52X,Luxembourg,3.0
ANON_68X72X48X48X48X48X48X48X53X52X56X,Luxembourg,3.0
ANON_68X72X48X48X48X48X48X49X48X48X51X,Luxembourg,4.0
ANON_68X72X48X48X48X48X48X49X48X48X55X,Luxembourg,3.0
ANON_68X72X48X48X48X48X48X49X48X48X56X,Luxembourg,5.0
ANON_68X72X48X48X48X48X48X49X48X50X54X,Luxembourg,3.0
ANON_68X72X48X48X48X48X48X49X48X52X51X,Luxembourg,4.0
ANON_68X72X48X48X48X48X48X49X48X52X56X,Luxembourg,3.0
ANON_68X72X48X48X48X48X48X49X48X54X57X,Luxembourg,3.0
ANON_68X72X48X48X48X48X48X49X48X56X52X,Luxembourg,3.0
ANON_68X72X48X48X48X48X48X49X48X57X51X,Luxembourg,3.0
ANON_68X72X48X48X48X48X48X49X48X57X53X,Luxembourg,3.0
ANON_68X72X48X48X48X48X48X49X49X48X51X,Luxembourg,4.0
ANON_68X72X48X48X48X48X48X49X49X49X52X,Luxembourg,4.0
ANON_68X72X48X48X48X48X48X49X49X49X55X,Luxembourg,3.0
ANON_68X72X48X48X48X48X48X49X49X51X57X,Luxembourg,4.0
ANON_68X72X48X48X48X48X48X49X49X53X54X,Luxembourg,3.0
ANON_68X72X48X48X48X48X48X49X49X53X56X,Luxembourg,4.0
ANON_68X72X48X48X48X48X48X49X49X56X49X,Luxembourg,3.0
ANON_68X72X48X48X48X48X48X49X49X56X50X,Luxembourg,3.0
ANON_68X72X48X48X48X48X48X49X50X48X49X,Luxembourg,3.0
ANON_68X72X48X48X48X48X48X49X50X49X55X,Luxembourg,3.0
ANON_68X72X48X48X48X48X48X49X50X51X55X,Luxembourg,5.0
ANON_68X72X48X48X48X48X48X49X50X52X54X,Luxembourg,4.0
ANON_68X72X48X48X48X48X48X49X50X54X52X,Luxembourg,3.0
ANON_68X72X48X48X48X48X48X49X50X55X52X,Luxembourg,4.0
ANON_68X72X48X48X48X48X48X49X50X56X54X,Luxembourg,4.0
ANON_68X72X48X48X48X48X48X49X50X57X50X,Luxembourg,3.0
ANON_68X72X48X48X48X48X48X49X50X57X51X,Luxembourg,3.0
ANON_68X72X48X48X48X48X48X49X51X48X54X,Luxembourg,3.0
ANON_68X72X48X48X48X48X48X49X51X49X53X,Luxembourg,3.0
ANON_68X72X48X48X48X48X48X49X51X49X57X,Luxembourg,3.0
ANON_68X72X48X48X48X48X48X49X51X50X51X,Luxembourg,4.0
ANON_68X72X48X48X48X48X48X49X51X50X55X,Luxembourg,4.0
ANON_68X72X48X48X48X48X48X49X51X51X49X,Luxembourg,4.0
ANON_68X72X48X48X48X48X48X49X51X51X54X,Luxembourg,3.0
ANON_68X72X48X48X48X48X48X49X51X53X55X,Luxembourg,3.0
ANON_68X72X48X48X48X48X48X49X51X54X51X,Luxembourg,3.0
ANON_68X72X48X48X48X48X48X49X51X56X56X,Luxembourg,2.0
ANON_68X72X48X48X48X48X48X49X51X57X52X,Luxembourg,4.0
ANON_68X72X48X48X48X48X48X49X51X57X55X,Luxembourg,4.0
ANON_68X72X48X48X48X48X48X49X51X57X56X,Luxembourg,4.0
ANON_68X72X48X48X48X48X48X49X52X48X49X,Luxembourg,3.0
ANON_68X72X48X48X48X48X48X49X52X48X50X,Luxembourg,3.0
ANON_68X72X48X48X48X48X48X49X52X49X53X,Luxembourg,3.0
ANON_68X72X48X48X48X48X48X49X52X51X49X,Luxembourg,4.0
ANON_68X72X48X48X48X48X48X49X52X53X55X,Luxembourg,3.0
ANON_68X72X48X48X48X48X48X49X52X54X51X,Luxembourg,3.0
ANON_68X72X48X48X48X48X48X49X52X55X57X,Luxembourg,3.0
ANON_68X72X48X48X48X48X48X49X52X56X57X,Luxembourg,3.0
ANON_68X72X48X48X48X48X48X49X53X48X49X,Luxembourg,4.0
ANON_68X72X48X48X48X48X48X49X53X48X54X,Luxembourg,3.0
ANON_68X72X48X48X48X48X48X49X53X49X51X,Luxembourg,3.0
ANON_68X72X48X48X48X48X48X49X53X51X55X,Luxembourg,3.0
ANON_68X72X48X48X48X48X48X49X53X52X49X,Luxembourg,3.0
ANON_68X72X48X48X48X48X48X49X53X52X56X,Luxembourg,3.0
ANON_68X72X48X48X48X48X48X49X53X54X53X,Luxembourg,4.0
ANON_68X72X48X48X48X48X48X49X53X55X53X,Luxembourg,4.0
ANON_68X72X48X48X48X48X48X49X53X55X56X,Luxembourg,4.0
ANON_68X72X48X48X48X48X48X49X53X56X49X,Luxembourg,3.0
ANON_68X72X48X48X48X48X48X49X53X56X55X,Luxembourg,3.0
ANON_68X72X48X48X48X48X48X49X54X48X50X,Luxembourg,3.0
ANON_68X72X48X48X48X48X48X49X54X48X51X,Luxembourg,4.0
ANON_68X72X48X48X48X48X48X49X54X49X52X,Luxembourg,4.0
ANON_68X72X48X48X48X48X48X49X54X49X54X,Luxembourg,4.0
ANON_68X72X48X48X48X48X48X49X54X49X57X,Luxembourg,4.0
ANON_68X72X48X48X48X48X48X49X54X50X55X,Luxembourg,4.0
ANON_68X72X48X48X48X48X48X49X54X50X56X,Luxembourg,4.0
ANON_68X72X48X48X48X48X48X49X54X51X51X,Luxembourg,4.0
ANON_68X72X48X48X48X48X48X49X54X51X55X,Luxembourg,3.0
ANON_68X72X48X48X48X48X48X49X54X55X50X,France,3.0
ANON_68X72X48X48X48X48X48X49X54X55X51X,Luxembourg,3.0
ANON_68X72X48X48X48X48X48X49X55X48X53X,Luxembourg,3.0
ANON_68X72X48X48X48X48X48X49X55X48X54X,Luxembourg,3.0
ANON_68X72X48X48X48X48X48X49X55X49X51X,Luxembourg,2.0
ANON_68X72X48X48X48X48X48X49X55X49X54X,Luxembourg,4.0
ANON_68X72X48X48X48X48X48X49X55X50X51X,Luxembourg,4.0
ANON_68X72X48X48X48X48X48X49X55X51X49X,Luxembourg,3.0
ANON_68X72X48X48X48X48X48X49X55X54X49X,Luxembourg,3.0
ANON_68X72X48X48X48X48X48X49X55X54X50X,Luxembourg,4.0
ANON_68X72X48X48X48X48X48X49X55X54X57X,Luxembourg,4.0
ANON_68X72X48X48X48X48X48X49X55X57X53X,Luxembourg,2.0
ANON_68X72X48X48X48X48X48X49X56X49X56X,Luxembourg,4.0
ANON_68X72X48X48X48X48X48X49X56X50X57X,Luxembourg,3.0
ANON_68X72X48X48X48X48X48X49X56X51X56X,Luxembourg,4.0
ANON_68X72X48X48X48X48X48X49X56X52X56X,Luxembourg,4.0
ANON_68X72X48X48X48X48X48X49X56X53X50X,Luxembourg,3.0
ANON_68X72X48X48X48X48X48X49X56X54X52X,Luxembourg,3.0
ANON_68X72X48X48X48X48X48X49X56X54X53X,Luxembourg,4.0
ANON_68X72X48X48X48X48X48X49X56X55X49X,Luxembourg,4.0
ANON_68X72X48X48X48X48X48X49X56X55X51X,Luxembourg,4.0
ANON_68X72X48X48X48X48X48X49X56X55X52X,Luxembourg,4.0
ANON_68X72X48X48X48X48X48X49X56X55X54X,Luxembourg,4.0
ANON_68X72X48X48X48X48X48X49X56X55X56X,Luxembourg,4.0
ANON_68X72X48X48X48X48X48X49X56X55X57X,Luxembourg,3.0
ANON_68X72X48X48X48X48X48X49X56X56X53X,Luxembourg,4.0
ANON_68X72X48X48X48X48X48X49X56X56X54X,Luxembourg,3.0
ANON_68X72X48X48X48X48X48X49X56X56X55X,Luxembourg,3.0
ANON_68X72X48X48X48X48X48X49X56X56X57X,Luxembourg,4.0
ANON_68X72X48X48X48X48X48X49X56X57X53X,Luxembourg,3.0
ANON_68X72X48X48X48X48X48X49X56X57X54X,Luxembourg,4.0
ANON_68X72X48X48X48X48X48X49X57X48X48X,Luxembourg,4.0
ANON_68X72X48X48X48X48X48X49X57X48X53X,Luxembourg,4.0
ANON_68X72X48X48X48X48X48X49X57X49X51X,Luxembourg,3.0
ANON_68X72X48X48X48X48X48X49X57X49X52X,Luxembourg,4.0
ANON_68X72X48X48X48X48X48X49X57X50X52X,Luxembourg,3.0
ANON_68X72X48X48X48X48X48X49X57X51X50X,Luxembourg,4.0
ANON_68X72X48X48X48X48X48X49X57X52X56X,Luxembourg,4.0
ANON_68X72X48X48X48X48X48X49X57X53X54X,Luxembourg,3.0
ANON_68X72X48X48X48X48X48X49X57X55X51X,Luxembourg,3.0
ANON_68X72X48X48X48X48X48X49X57X55X52X,Luxembourg,3.0
ANON_68X72X48X48X48X48X48X49X57X55X53X,Luxembourg,3.0
ANON_68X72X48X48X48X48X48X49X57X56X53X,Luxembourg,3.0
ANON_68X72X48X48X48X48X48X49X57X57X54X,Luxembourg,3.0
ANON_68X72X48X48X48X48X48X50X48X48X54X,Luxembourg,3.0
ANON_68X72X48X48X48X48X48X50X48X49X56X,Luxembourg,4.0
ANON_68X72X48X48X48X48X48X50X48X50X51X,Luxembourg,4.0
ANON_68X72X48X48X48X48X48X50X48X51X54X,Luxembourg,3.0
ANON_68X72X48X48X48X48X48X50X48X53X51X,Luxembourg,3.0
ANON_68X72X48X48X48X48X48X50X48X53X52X,Luxembourg,4.0
ANON_68X72X48X48X48X48X48X50X48X53X57X,Luxembourg,4.0
ANON_68X72X48X48X48X48X48X50X48X55X52X,Luxembourg,3.0
ANON_68X72X48X48X48X48X48X50X48X56X57X,Luxembourg,4.0
ANON_68X72X48X48X48X48X48X50X48X57X55X,Luxembourg,4.0
ANON_68X72X48X48X48X48X48X50X49X48X52X,Luxembourg,3.0
ANON_68X72X48X48X48X48X48X50X49X48X57X,Luxembourg,2.0
ANON_68X72X48X48X48X48X48X50X50X48X49X,Luxembourg,4.0
ANON_68X72X48X48X48X48X48X50X50X48X50X,Luxembourg,3.0
ANON_68X72X48X48X48X48X48X50X50X48X54X,Luxembourg,3.0
ANON_68X72X48X48X48X48X48X50X50X52X48X,Luxembourg,3.0
ANON_68X72X48X48X48X48X48X50X51X53X56X,Luxembourg,4.0
ANON_68X72X48X48X48X48X48X50X51X54X52X,Luxembourg,4.0
ANON_68X72X48X48X48X48X48X50X51X55X52X,Luxembourg,3.0
ANON_68X72X48X48X48X48X48X50X51X57X54X,Luxembourg,4.0
ANON_68X72X48X48X48X48X48X50X52X48X50X,Luxembourg,4.0
ANON_68X72X48X48X48X48X48X50X52X48X51X,Luxembourg,3.0
ANON_68X72X48X48X48X48X48X50X52X49X56X,Luxembourg,3.0
ANON_68X72X48X48X48X48X48X50X52X50X50X,Luxembourg,5.0
ANON_68X72X48X48X48X48X48X50X52X51X51X,Luxembourg,4.0
ANON_68X72X48X48X48X48X48X50X52X53X54X,Luxembourg,4.0
ANON_68X72X48X48X48X48X48X50X53X54X57X,Luxembourg,3.0
ANON_68X72X48X48X48X48X48X50X53X55X49X,Luxembourg,3.0
ANON_68X72X48X48X48X48X48X50X53X56X51X,Luxembourg,4.0
ANON_68X72X48X48X48X48X48X50X53X57X49X,Luxembourg,3.0
ANON_68X72X48X48X48X48X48X50X53X57X55X,Luxembourg,4.0
ANON_68X72X48X48X48X48X48X50X54X50X53X,Luxembourg,4.0
ANON_68X72X48X48X48X48X48X50X54X51X52X,Luxembourg,3.0
ANON_68X72X48X48X48X48X48X50X54X51X55X,Luxembourg,3.0
ANON_68X72X48X48X48X48X48X50X54X52X53X,Luxembourg,4.0
ANON_68X72X48X48X48X48X48X50X54X52X55X,Luxembourg,4.0
ANON_68X72X48X48X48X48X48X50X54X53X49X,Luxembourg,4.0
ANON_68X72X48X48X48X48X48X50X54X53X53X,Luxembourg,2.0
ANON_68X72X48X48X48X48X48X50X54X53X57X,Luxembourg,3.0
ANON_68X72X48X48X48X48X48X50X54X54X51X,Luxembourg,3.0
ANON_68X72X48X48X48X48X48X50X54X54X53X,Luxembourg,4.0
ANON_68X72X48X48X48X48X48X50X54X54X54X,Luxembourg,3.0
ANON_68X72X48X48X48X48X48X50X54X55X55X,Luxembourg,4.0
ANON_68X72X48X48X48X48X48X50X54X55X57X,Luxembourg,4.0
ANON_68X72X48X48X48X48X48X50X54X56X50X,Luxembourg,3.0
ANON_68X72X48X48X48X48X48X50X54X56X53X,Luxembourg,5.0
ANON_68X72X48X48X48X48X48X50X54X57X56X,Luxembourg,4.0
ANON_68X72X48X48X48X48X48X50X55X48X51X,Luxembourg,4.0
ANON_68X72X48X48X48X48X48X50X55X48X57X,Luxembourg,3.0
ANON_68X72X48X48X48X48X48X50X55X50X54X,Luxembourg,3.0
ANON_68X72X48X48X48X48X48X50X55X50X55X,Luxembourg,4.0
ANON_68X72X48X48X48X48X48X50X55X51X51X,Luxembourg,4.0
ANON_68X72X48X48X48X48X48X50X55X51X52X,Luxembourg,4.0
ANON_68X72X48X48X48X48X48X50X55X51X57X,Luxembourg,3.0
ANON_68X72X48X48X48X48X48X50X55X52X53X,Luxembourg,4.0
ANON_68X72X48X48X48X48X48X50X55X52X55X,Luxembourg,3.0
ANON_68X72X48X48X48X48X48X50X55X54X57X,Luxembourg,3.0
ANON_68X72X48X48X48X48X48X50X55X55X55X,Luxembourg,3.0
ANON_68X72X48X48X48X48X48X50X55X56X54X,Luxembourg,4.0
ANON_68X72X48X48X48X48X48X50X55X57X49X,Luxembourg,3.0
ANON_68X72X48X48X48X48X48X50X55X57X52X,Luxembourg,3.0
ANON_68X72X48X48X48X48X48X50X55X57X54X,Luxembourg,4.0
ANON_68X72X48X48X48X48X48X50X56X48X49X,Luxembourg,3.0
ANON_68X72X48X48X48X48X48X50X56X51X48X,Luxembourg,3.0
ANON_68X72X48X48X48X48X48X50X56X51X54X,Luxembourg,3.0
ANON_68X72X48X48X48X48X48X50X56X52X57X,Luxembourg,3.0
ANON_68X72X48X48X48X48X48X50X56X53X52X,Luxembourg,3.0
ANON_68X72X48X48X48X48X48X50X56X54X53X,Luxembourg,4.0
ANON_68X72X48X48X48X48X48X50X56X54X55X,Luxembourg,4.0
ANON_68X72X48X48X48X48X48X50X56X55X57X,Luxembourg,3.0
ANON_68X72X48X48X48X48X48X50X56X56X54X,Luxembourg,3.0
ANON_68X72X48X48X48X48X48X50X56X57X53X,Luxembourg,3.0
ANON_68X72X48X48X48X48X48X50X56X57X55X,Luxembourg,4.0
ANON_68X72X48X48X48X48X48X50X57X48X52X,Luxembourg,4.0
ANON_68X72X48X48X48X48X48X50X57X49X51X,Luxembourg,4.0
ANON_68X72X48X48X48X48X48X50X57X49X56X,Luxembourg,3.0
ANON_68X72X48X48X48X48X48X50X57X51X55X,Luxembourg,3.0
ANON_68X72X48X48X48X48X48X50X57X51X56X,Luxembourg,4.0
ANON_68X72X48X48X48X48X48X50X57X53X49X,Luxembourg,3.0
ANON_68X72X48X48X48X48X48X50X57X54X49X,Luxembourg,5.0
ANON_68X72X48X48X48X48X48X50X57X55X50X,Luxembourg,4.0
ANON_68X72X48X48X48X48X48X50X57X55X54X,Luxembourg,3.0
ANON_68X72X48X48X48X48X48X50X57X56X51X,Luxembourg,4.0
ANON_68X72X48X48X48X48X48X50X57X57X49X,Luxembourg,3.0
ANON_68X72X48X48X48X48X48X51X48X48X51X,Luxembourg,3.0
ANON_68X72X48X48X48X48X48X51X48X48X52X,Luxembourg,4.0
ANON_68X72X48X48X48X48X48X51X48X48X55X,Luxembourg,3.0
ANON_68X72X48X48X48X48X48X51X48X48X56X,Luxembourg,4.0
ANON_68X72X48X48X48X48X48X51X48X49X50X,Luxembourg,3.0
ANON_68X72X48X48X48X48X48X51X48X49X51X,Luxembourg,3.0
ANON_68X72X48X48X48X48X48X51X48X49X57X,Luxembourg,4.0
ANON_68X72X48X48X48X48X48X51X48X51X56X,Luxembourg,3.0
ANON_68X72X48X48X48X48X48X51X48X52X52X,Luxembourg,3.0
ANON_68X72X48X48X48X48X48X51X48X53X51X,Luxembourg,4.0
ANON_68X72X48X48X48X48X48X51X48X53X55X,Luxembourg,3.0
ANON_68X72X48X48X48X48X48X51X48X55X53X,Luxembourg,4.0
ANON_68X72X48X48X48X48X48X51X48X56X48X,Luxembourg,3.0
ANON_68X72X48X48X48X48X48X51X48X56X52X,Luxembourg,3.0
ANON_68X72X48X48X48X48X48X51X48X56X54X,Luxembourg,4.0
ANON_68X72X48X48X48X48X48X51X48X56X56X,Luxembourg,4.0
ANON_68X72X48X48X48X48X48X51X48X57X50X,Luxembourg,3.0
ANON_68X72X48X48X48X48X48X51X49X48X56X,Luxembourg,3.0
