country,employees_with_reviews,completion_rate,avg_performance_score,high_performer_share
France,1992,0.8835925740090316,3.351029252437703,0.3637732062217762
Luxembourg,1771,0.9063205417607223,3.4366543665436655,0.40011286681715574
